value_eth,is_new_recipient,interaction_count,gas_gwei,blacklist_hit,repeat_tx,label,txhash,blockNumber,from,to
170.99892246,0,0,20.0,0,0,0,0x894ce29dba77f6292f9150351fc46d78d4e05a618c8516606c6ca6ff0e27aa06,4139345,0x0b1eb77da4cba712cdb724829da5b21124c9a286,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
294.65217277,0,1,20.0,0,1,0,0x32d8466529811e42232121f57e4a8aa7b4066f2b7f2bc500f6e6c7a19adc9a62,4139345,0x07aa3b90cec37188a37c47e3530931d5fdb087eb,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
500.0,0,18,21.0,0,1,0,0xc1b35cd79214607a1fff691de98529e47cd0709493c996a0ec749eabe7236b9e,4138703,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
13.495,1,0,21.0,0,0,0,0x589c0c0e075c48d2608b16b69a4e462c140aa5389b70a70388a30d12c7d58dfb,4138622,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x663efcd4bc1159937028fdb97a5d48875d73bff7
500.0,0,19,21.0,0,1,0,0x802f8a195b0847e0338f5e2efc3a70ecd7e1a3c87dd1914b0deb06d273bb1578,4138494,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
800.0,0,20,21.0,0,1,0,0x6ed3afa1bf402f6bf10fbfa90ad31fbf273996f957e1ab21713981f6af8c8a2b,4138082,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
400.0,0,21,22.073836554,0,1,0,0xcc6646362a8afa03afd507bf749d318bf35b8225ab4c7411a42df0eb8c13f7c3,4136780,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
300.0,0,22,22.073836554,0,1,0,0xa2331c0d79659da377d2bdff32ea62f024417d0cfa03fd2c783e5b8d29183dc9,4136113,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
400.0,0,23,22.073836554,0,1,0,0x27f794b86af9a79e21bf35d5fabc2ccdbf84c256fd55caac6404788172086bd2,4135843,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
339.8,1,0,22.073836554,0,0,0,0x7a2137862ff59765c100b1cbe346acb8354088f54b210a5b3823bcaadc88043c,4135361,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x9ff5e4d35b5f8d68606159eb3f66a000fe816101
500.0,0,24,22.073836554,0,1,0,0xe37f7425f29d46f1cc477a6a464775bb63f6feff937a84f286f4f269ac69861e,4135288,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
299.99892246,0,0,22.073836554,0,0,0,0xef31bdb2e79084e96a944711091c8490551cb45ee98421273b551a7715e392b7,4135254,0x0eeaf80a35034a1c14e2450114c052270e63ab08,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
165.72231176,0,0,22.073836554,0,0,0,0xe9b569a4ba2844250391b06efc04b98da67b960cd53ea60e8d1b81011706c98a,4135254,0x483045dd37e6c9358f50c96ffea2b7e83c55a5e5,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
219.90892246,0,0,22.073836554,0,0,0,0xe190d1e0986a624fb1b6cbc07693d3fc32b9f6b12de21cf1e0621c1c02bef7b3,4135254,0x0301715050d4563fca9039f2261b3ea6b85491c5,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
999.99892246,0,0,22.073836554,0,0,0,0xc422ee4a2fbfff4bd392327593ca5beaeb9d844d71715cbcfc313cac59800f25,4135254,0x0ba47795edd137b05a28fab453ae6c3d619d72a2,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
115.49802246,0,0,22.073836554,0,0,0,0x996dd6fd24bcf4141da4540fd855b49e55acd37d8a127d6bf33bfc8ac0288e8e,4135254,0x0b110487a81c8776da880c96a395b3a41eed032b,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
174.9494486994642,0,0,22.073836554,0,0,0,0x59e19a48abaa0a33017edc20c5026f4d1875703c7f5469d5e7b07a761be65bd6,4135254,0x0c852342b1aa75278a870c3769d83bf550fb4269,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
99.99892246,0,0,22.073836554,0,0,0,0x0d0dfbe332a25c1cb4f15eae43145a8c435ae4e79aec07e4fbdcec33a6a51ec1,4135254,0x701d977d6c8bb30420af7078df913717ededa905,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
107.94242246,0,0,22.073836554,0,0,0,0x264d23cd14ce5231f8048dfc9958d314fb176f56b184a14ffd1357e8c14dbd05,4135252,0x69c3b35eae208b36aa4528bf0c9384b8b33bc019,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
151.09092246,0,0,22.073836554,0,0,0,0x44895362b4177bec1472e85f5ab6248e81d81dd30c1394ad5e8885cdc9e86f22,4135252,0x4eba7a611bc2e934771c7e6324d0301776dff4fb,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
107.13782246,0,0,22.073836554,0,0,0,0x418ff139397528bb3ebda8f008d786cc57fa401984da61f245c9c809be3d51cc,4135252,0x649dc5bbc17552f0cba1732f83cc4c8bbad4295e,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
29.99892246,0,0,22.073836554,0,0,0,0xe2cfeb0d1ab5d54448902154661f7a8e6a83f75b57ad5ad7cf4ef8e0a5f0ca24,4135246,0x2312a6d2239e88947bfb07478dfb17485dbf914d,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
555.00892246,0,0,22.073836554,0,0,0,0xd3d916ae0d5799f17d18f7dc3e40f922fab76c974c7d2f5a3ada122e9a015518,4135246,0x6518ac99ebdd0120dd7b11ebc00d603d451bc04a,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
44.99892246,0,0,22.073836554,0,0,0,0xcadb4033028237ce04231b370c860e55c5803ca363cb28fd98bdbed95cd3363b,4135246,0x64c9f43487fc00dc997afc0a4c5db36c1d83b422,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
48.804751834441255,0,0,22.073836554,0,0,0,0xfe5d910deaed1b22caa1cdb9840d7fd7588ed88b3e76b169c72c25efe9fa57e1,4135244,0x6644f42dbc27a8d06c87737c42767f28cc7db989,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
84.07916946,0,0,22.073836554,0,0,0,0xbc59da2cbd4f09bc65bd1e01eccaa0ba91e75a48137fd525dd7bb0afe0294943,4135244,0x6fda19da24d368102e6f7b3958ecd8e1bf0e8634,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
49.27156344900021,0,0,22.073836554,0,0,0,0x85e905d68535c0bfdbd1fce0645955579bd25ed3d70041896fcb8eeb0fb38f92,4135244,0x5c99bc4e7b56e14f4ddc12d78d4254b87814f2b2,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
133.77126326218905,0,0,22.073836554,0,0,0,0x6d33780425fc5787b4aa5ad5def2e7e5e69221ad38e3ae307009f86eb7f815c5,4135244,0x005c9ff7298d24afb1315722a3f0e6ece360bf13,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
39.98769453,0,0,22.073836554,0,0,0,0x43a60a0b8c8dde0a474c3673c9411624c1003e56e000f1a22cc03eb82dcbc499,4135244,0x6e0c8be253d8b78a53fe7fb41c1364f060ff7cad,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
52.03222246,0,0,22.073836554,0,0,0,0x0ef8a282a9e413ccdd99032f6c263be6ca62767a8711b7b5bba92c5aa5f6b999,4135244,0x01f4fa7313def9806ee10094204d6586475d9d93,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
40.17782246,0,0,22.073836554,0,0,0,0x01f4cb60bf4bcfe49661753149873453ef834da97dfb802a3887d7f1d72c3545,4135244,0x2913f06de6f4955cda769c6de12ba3c312894993,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
87.49849296,0,0,22.073836554,0,0,0,0x90a87d34466ae8b46adeb0ed3e8ab826862ebea5744cdc716c2903f8b5331a46,4135007,0x16d1ac3462f775ca02a72deac0cab056a24175b6,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
99.99892246,0,0,22.073836554,0,0,0,0x8702865fadd161317986134e0ba0d1bf6ccc12cdc494a2361049ebded17798a9,4135007,0x5d1a58d45eadba705117dbd1d9cb6fb46ab25985,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
530.861178282,0,0,22.073836554,0,0,0,0x5c302d941681d85d186ed010472834211e6a2d0001b422cdc05b4a98836fe467,4135007,0x6e9858e98e3fa3a1ba456dc8a0ef2b13875259df,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
0.005,0,151,21.0,0,1,0,0xbeada682d3bddfa780a985a1c927ba785fd51bf937ea6622aec56a85e7f8d003,4134696,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,152,21.0,0,1,0,0xa91d22542bc95103b1b67ee8c8101eefc42ca5fa5122e104290eb8dd412185d9,4134686,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,153,21.0,0,1,0,0xb67697d36517526b1fc64f36652b95a565630f3c6af3ff3f450bc6831e277c05,4134681,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,154,21.0,0,1,0,0x2d8bf355595d62fad50192e0cc28024d30ec1edad03ddf2ffbec017dd07b3e10,4134681,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,155,21.0,0,1,0,0x5e4be795b75a42f7aed6e08cbfcb1cbd1be67638536fe9a5ead178860764ec73,4134677,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,156,21.0,0,1,0,0x88d958181bbb8d2851b5d4997d7a1a920cc5125712e5f045d29ea1f57c26ae97,4134677,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,157,21.0,0,1,0,0x1a4b5ffd751ac17bccb010492e8cf66fca0d9f1dbba63a03128d840e26aafb32,4134677,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
300.0,0,25,21.0,0,1,0,0x1847b1f1258632fa463ea928b206850a12fc34dfa68ce34858a5bc2bf372cb91,4134669,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
300.0,0,26,20.0,0,1,0,0xe49dbf6c02880b858694c6426f64b4b2ae3e683bcbae17b281c2ef95a0725552,4133971,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
400.0,0,27,20.0,0,1,0,0xe4fa76676ad952bced5cfaff416dd42fd2ce28aacbb2fd0043f962470fae1f6d,4132212,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
65.83,1,0,20.0,0,0,0,0x4785d73022755e6b7db9582f2b6bd4d786999bfecf8c0887febc04e05eb3e179,4131978,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x17fd9bc504f477c97e6828a5cf470030faf5afb8
50.0,1,0,20.0,0,0,0,0xac021c24d2bdbeb9438df6fd16bb981f5142e836a578f26e0e449bb358c257b6,4131966,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x67355adb75d5e86e1ef234ee6b12dddca9575f86
1018.0,0,0,21.0,0,0,0,0xdaf17b00958c48a3391a8469cb4c34ba5b5c8b90260731c2de725ba468d38d62,4131794,0x00f9451385bf75910d80374eb42edf36d1a3f243,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
300.0,0,28,20.0,0,1,0,0xa35d35abea95b2dc4eaae3a212247b34b8a6ee9b9feaf6d8325611e668816921,4131762,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
0.005,0,158,20.0,0,1,0,0x6f83218fc0d97cf6cc5dd6ad88d4d63d9edb625152f5458b79e8b7a7ad1eba69,4131482,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
300.0,0,29,20.0,0,1,0,0xd97b01b26bbd2ae33f5c3bd685a46a067c26cb3a5698d4ca43bf38c39b13f235,4131388,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
0.005,0,159,20.0,0,1,0,0xba096b9a2b0c3be9a391c3ff3f1852efda7d2173d929b3f3acdc9fecc81f0e06,4131256,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,160,20.0,0,1,0,0xade0b863d89a4f7bd3b79cf64dd0ddb7ba45c6c30b5ad3f957dbaa9e38349f3d,4131254,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,161,20.0,0,1,0,0xe9ec127b5858502e8a7c5e90ab93611addd44d7a8cd23db8ee03def1b6413bb5,4131252,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,162,20.0,0,1,0,0x2a959daf56c0a1438820131492e6104b8f97d03ec58a38274b465fa40a5bb436,4131251,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,163,20.0,0,1,0,0x2771d917aa005a4a0579a9272bfbea5b8555887d63c8e95c512589a8821686e9,4131249,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,164,20.0,0,1,0,0x58d1e88cb599acf8ba12fb30eabf69edb4e8de222708812c5480366f676e584b,4131247,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,165,20.0,0,1,0,0xfe1898d9db2c2762d3b9498199069fc5fcf7edb9ebfc2ee00bd23761056784e7,4131247,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,166,20.0,0,1,0,0x0368a4eb7d5f1a63d0c60876e8a2bc39de96a4ecfa678fe9fb979196434feffa,4131247,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,167,20.0,0,1,0,0x57537557b317cbfdfd400ee86d48499d3d4d2d906dc0212cc50bc15ce96f1db6,4131244,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,168,20.0,0,1,0,0xe74db810ea6377b078d4cc8c5a3ea432083d326ade3ae93ef3d9b28cbc9761d4,4131233,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,169,20.0,0,1,0,0x69cca4db7dcbb2f01016562a68dc2db3e3d56e173f34bd14f4a8b67f2ebcdc3d,4131230,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,170,20.0,0,1,0,0xa1903d81f172ea8b1c590b303090a45812da6d06b7e038721c6d536a92d61ed5,4131229,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,171,20.0,0,1,0,0xd9068f53368f2174cfc0487a9e10577c68ea531e30d14ffdc5f05f0d68e7d02f,4131228,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.005,0,172,20.0,0,1,0,0xbba7ee41dc4cb4121c0ca034ff8cb8097a8cceec6c783c35ec6a8ed92a3ff9c0,4131215,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.01,0,173,20.0,0,1,0,0x0a98b6ec78c09357434aa561cc67e13ed61ad985e11ed513d14b0bb319ed2b5a,4131215,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.01,0,174,20.0,0,1,0,0xe653c31b540d4fe753926af7a04105f915837d8a95b1d1c53839c7540f8848dd,4131182,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.01,0,175,20.0,0,1,0,0xabe6a2169df0b72a1ff426dffba0b674d38c0418bafda5232734d088bf30d5bf,4131180,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.01,0,176,20.0,0,1,0,0x5f456bde3ae815d203aecfab6040a0f6607fa38cff2f94f7a9dfc9db054d2027,4131177,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
300.0,0,30,21.0,0,1,0,0x34311cb2ef73d29c1487f7da7f429e49d6c40553e6e0c8e39111d581bce46f4a,4127885,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
1000.0,0,1,21.0,0,1,0,0xab8486b3bd5834c2c94b577bca24bbe75e5761d1a354a234288a330c0ac9c66e,4127377,0x00f9451385bf75910d80374eb42edf36d1a3f243,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
200.0,0,31,21.0,0,1,0,0x3330dd5051eabe602c91866178b3c8267fddabaad49a8e05003358319914c13b,4127082,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
300.0,0,32,21.0,0,1,0,0x025e232fc6111bbe880ba65d4911753a26e1e157e883aa1b54bcaac486adb5c1,4126760,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
0.9152005,0,1,21.0,0,1,0,0x2215566fe2ff077e23ce6ab3df8d9f8a4bf51e9999bad517582bcc755e92cf17,4126457,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
0.01,0,177,21.0,0,1,0,0x5940a9cdfe1aafd1264b6541ace39b2891f5414630b0fd2a33e124377e937223,4126277,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.01,0,178,21.0,0,1,0,0xf59902e9e1a562790944cdeb0e00af7022b5e81dc38c69ad684967351e1bca30,4126275,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.01,0,179,21.0,0,1,0,0x4d1e26e1892f19be45f570c11f693c8a3419f33598411ac0f989a44fcd575a52,4126245,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.01,0,180,21.0,0,1,0,0x72243645003159e816740d3357875e514dd0daede6d1ce69fcb2b1e73180cd23,4126242,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
300.0,0,33,21.0,0,1,0,0xa7ec4101e4ea9aa5bde05e45fd6f510460b5180a3fa0c0b92c15809a3a5d8e1e,4124228,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
200.0,0,34,21.0,0,1,0,0x848297b131d2862ac730edb76db3fe9609196d77bd5264bd33375f35b8ed758d,4122989,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
1000.0,0,2,21.0,0,1,0,0x6b80faca45dd4bbf5e6df4a8e90652699747ebe7b1977f5d6ff7402ac532ffcc,4122163,0x00f9451385bf75910d80374eb42edf36d1a3f243,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
150.0,0,35,20.42469852,0,1,0,0x0df659d3ab462bb8c92216387d3613cb4e73b18ec08e92d9eab35f4539ce4a2f,4122149,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
0.01,0,181,20.42469852,0,1,0,0x7de09f1c8c5ee1a8ebd9c08289bcac1d9d70922cbd3cbaa11279977a978b22d2,4120047,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.01,0,182,20.42469852,0,1,0,0x705e8c92b964569d1a342997941a82c62bf14a1e984a696be0c0c0a39df62a6e,4120022,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.01,0,183,20.42469852,0,1,0,0x95ed2345c17fd16b1ac029c31fb0b46eae412f5c1b4fce7116bc62c3cbceffc2,4120022,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.01,0,184,20.42469852,0,1,0,0x060b2b9ae3c38ac9bcfaf391212ac7131dbf908c3dced7e54ec2523568d7ad1c,4120022,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.01,0,185,20.42469852,0,1,0,0x6b4ec71d30f596b2e37be3c48d990a54b0909b423543c5b454ed9f36ae88cbea,4120020,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.01,0,186,20.42469852,0,1,0,0xffe5fba5b2d4e6b4129b5b022866f5cb153672e8043d6647f74035d61e23433c,4120017,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
200.0,0,36,20.0,0,1,0,0x9ffa0a138a3aeb81e7270ba5a0f079a6f6999ea293f6ac73749b63b151625007,4119410,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be
2.579,1,0,21.0,0,0,0,0x95ac85c82c37ab4a528174479faaaefd60912d5f866bf0c6d7e9f9762e36c0c9,4119315,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x5b41c08e5e621a7f3c96927aca90d9d964973a46
2.01006804,1,0,21.0,0,0,0,0xbb30692c38fd0697445d9a6aff867881383568d56d40d5b0e6fb4756c447ed83,4119311,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0xecf1b4960f6d4acea2f15984c4ae5c66b2b596cf
7.306048,1,0,21.0,0,0,0,0xfde15ef232c8d6173f8dc02830fbd9312dfbc308946641713f5049f468cb344a,4119309,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0xd3f7e38329e4415c74695635f61b49b0a7550bb6
25.995,1,0,21.0,0,0,0,0xe2e8ab11f6a09f0d2f1452bed2f5528a526466b7aa825ad9362b57fc7903f12c,4119307,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x85881547ad7610f9e6b72c0198a77acb1cbd198a
24.995,1,0,21.0,0,0,0,0xee31fa22c5108152300f09306f4cb06112cbdba012d9861d4d981104924ace74,4119306,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x349d40ddcd6cb15f81a942563e036d3aeb963e98
0.905,1,0,21.0,0,0,0,0xcf2c45e8cec78b5d37c9be785686382a84c816fa6cf1804891570a81f5af98f7,4119306,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x1f8dc5071852846128ecebe05dd4e540b9a21574
0.01,0,187,21.0,0,1,0,0x4c40db3c2afaaedce85465c322816ad30bedc959bfb7146c3981a843a81275fd,4119000,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0b95993a39a363d99280ac950f5e4536ab5c5566
0.99500027,1,0,21.0,0,0,0,0xa95dc61b7a7f055cba0253aa7efec5c4e26245cb5aef4fbf234183b012b51d0e,4118968,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x70c2c7b619f200b14242b3e4357b928adff8f62a
0.002408,1,0,21.0,0,0,0,0xa51e2bcca6bc6fcf2341e76e1eb6f4c958ef76ec32282277a12564272ae7edc4,4118947,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x42cbe98d4b916051607e4093bc8d3a20c7fb09c6
0.21596005,1,0,21.0,0,0,0,0x0adf6cc50a0685d4fdcc602ee2f4022afb7f3055c5bc56ee52381c059bda8cae,4118946,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0xdb935039b1158d30084574482c9932044357491f
1.562,1,0,21.0,0,0,0,0x6db422346abefd0478700209508bfdb680401a39de9cfac4e7d3eb537445bcb3,4118944,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x0097b872bf97db3bad7b77e54d9e7eeafbf1b0b3
10.34722276,1,0,21.0,0,0,0,0x618c7203cfdef62f8cf2c87a6d6e336fdacd21f240001da9eaf59d5de8966806,4118943,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x73e3a149f1dddf05bb29953ac96d92fec63dbef2
3.74,1,0,21.0,0,0,0,0x43874447fdf38bc7df3525907a2b805dc35a5c02f0bf5b60e1f1bbd1f3551b15,4118941,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0xd25bd5064f0e46a8fc5292ab462816d68fd20569
17.83162199,1,0,21.0,0,0,0,0x3eee4f68fc607ceaa08293e4fdc5413c0c082359c50ad800938c0133229581a1,4118938,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x04eceef9d67c39c3927068a3c2cf11ad1952f893
2.13,1,0,21.0,0,0,0,0x4ff7ad3b7e41fb36e29bb414b493438cd312fed50f08ad51e1ca081858d99db7,4118935,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0xf1dc12e36bae1386112e5c45949388863e9759dc
12.6026,1,0,21.0,0,0,0,0x4478a73b7ed0f5c2d7785d38100486a6c2125340ca4b11b8a8e5a5a0c80d5f9c,4118928,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0xd65b50420eb42b62a223e6b26bd4b7aad19edd56
500.0,0,3,21.0,0,1,0,0x914a3fe3b9f782c8b5fa56375933022354fb292883235fba560ae6b196f0ff8f,4118879,0x00f9451385bf75910d80374eb42edf36d1a3f243,0x001866ae5b3de6caa5a51543fd9fb64f524f5478
1.7772,1,0,21.0,0,0,0,0xedd5109e3a4a6cd54750fee954d2777a21fc4e5541a4935f09575a7a746c82b7,4118715,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0xdd96bdc6259fd8b4f9414c6a0b15f2daf737f661
2.64904924,1,0,21.0,0,0,0,0x15bf33364a7fa1cc546bdda3fb4083cd8e99015c8a120f53d11cf5f4d86015b3,4118714,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0xa47b64ec546298eeb310862d505351f6f26d338e
0.885,1,0,21.0,0,0,0,0x6fef64b4e28b0861c3ce288d356edddbd76dfbb228cb4ef8c300d2301b149801,4118710,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0x9300fdc106dbf468ec804c53067b7f28db34cffd
9.995,1,0,21.0,0,0,0,0x238ee0de2f37088066d522158a2d35df39d76151d19addf6e6a85f48eed860ca,4118703,0x001866ae5b3de6caa5a51543fd9fb64f524f5478,0xae5bfe197b8eff26c48df1f355d98555b5c37fee
